PUBCHEM_EXT_DATASOURCE_REGID	PUBCHEM_SUBSTANCE_SYNONYM	PUBCHEM_SUBSTANCE_COMMENT	PUBCHEM_EXT_SUBSTANCE_URL	PUBCHEM_EXT_DATASOURCE_SMILES	PUBCHEM_EXT_DATASOURCE_INCHI
UALIB-146	(Z)-alpha-Cyano-beta-(N-methylquinolin-4-ylium)-4-styryldicanomethanide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	C[N+]1=CC=C(\C=C(/C#N)C2=CC=C(C=C2)[C-](C#N)C#N)C2=CC=CC=C12	"InChI=1S/C22H14N4/c1-26-11-10-18(21-4-2-3-5-22(21)26)12-19(13-23)16-6-8-17(9-7-16)20(14-24)15-25/h2-12H,1H3/b19-12+

"
UALIB-147	Z-beta-(N-n-Hexadecyl-2-benzothiazolium)-alpha-cyano-4-styryldicyanomethanide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCCCCC[N+]1=C(SC2=C1C=CC=C2)\C=C(/C#N)C1=CC=C(C=C1)[C-](C#N)C#N	"InChI=1S/C35H42N4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17-24-39-33-18-15-16-19-34(33)40-35(39)25-31(26-36)29-20-22-30(23-21-29)32(27-37)28-38/h15-16,18-23,25H,2-14,17,24H2,1H3/b31-25+

"
UALIB-148	cetyl tosylate	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCCCCCOS(=O)(=O)C1=CC=C(C)C=C1	"InChI=1S/C23H40O3S/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-21-26-27(24,25)23-19-17-22(2)18-20-23/h17-20H,3-16,21H2,1-2H3

"
UALIB-149	3-Hexadecyl-2-methylbenzothiazolium tosylate	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CC1=CC=C(C=C1)S([O-])(=O)=O.CCCCCCCCCCCCCCCC[N+]1=C(C)SC2=C1C=CC=C2	"InChI=1S/C24H40NS.C7H8O3S/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-18-21-25-22(2)26-24-20-17-16-19-23(24)25;1-6-2-4-7(5-3-6)11(8,9)10/h16-17,19-20H,3-15,18,21H2,1-2H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1

"
UALIB-150	3-Hexadecyl-2-methylbenzoxazolium tosylate	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CC1=CC=C(C=C1)S([O-])(=O)=O.CCCCCCCCCCCCCCCC[N+]1=C(C)OC2=CC=CC=C12	"InChI=1S/C24H40NO.C7H8O3S/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-18-21-25-22(2)26-24-20-17-16-19-23(24)25;1-6-2-4-7(5-3-6)11(8,9)10/h16-17,19-20H,3-15,18,21H2,1-2H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1

"
UALIB-151	3-Hexadecyl-2-methylbenzoselenazolium tosylate	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CC1=CC=C(C=C1)S([O-])(=O)=O.CCCCCCCCCCCCCCCC[N+]1=C(C)[Se]C2=CC=CC=C12	"InChI=1S/C24H40NSe.C7H8O3S/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-18-21-25-22(2)26-24-20-17-16-19-23(24)25;1-6-2-4-7(5-3-6)11(8,9)10/h16-17,19-20H,3-15,18,21H2,1-2H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1

"
UALIB-152	Z-beta-(N-n-Hexadecyl-2-benzoselenazolium)-alpha-cyano-4-styryldicyanomethanide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCCCCC[N+]1=C([Se]C2=C1C=CC=C2)\C=C(/C#N)C1=CC=C(C=C1)[C-](C#N)C#N	"InChI=1S/C35H42N4Se/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17-24-39-33-18-15-16-19-34(33)40-35(39)25-31(26-36)29-20-22-30(23-21-29)32(27-37)28-38/h15-16,18-23,25H,2-14,17,24H2,1H3/b31-25+

"
UALIB-153	Cetyl triflate	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCCCCCOS(=O)(=O)C(F)(F)F	"InChI=1S/C17H33F3O3S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-23-24(21,22)17(18,19)20/h2-16H2,1H3

"
UALIB-154	3-Hexadecyl-2-methylbenzotellurazolium triflate	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	[O-]S(=O)(=O)C(F)(F)F.CCCCCCCCCCCCCCCC[N+]1=C(C)[Te]C2=CC=CC=C12	"InChI=1S/C24H40NTe.CHF3O3S/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-18-21-25-22(2)26-24-20-17-16-19-23(24)25;2-1(3,4)8(5,6)7/h16-17,19-20H,3-15,18,21H2,1-2H3;(H,5,6,7)/q+1;/p-1

"
UALIB-155	Z-beta-(N-n-Hexadecyl-2-benzotellurazolium)-alpha-cyano-4-styryldicyanomethanide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCCCCC[N+]1=C([Te]C2=C1C=CC=C2)\C=C(/C#N)C1=CC=C(C=C1)[C-](C#N)C#N	"InChI=1S/C35H42N4Te/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17-24-39-33-18-15-16-19-34(33)40-35(39)25-31(26-36)29-20-22-30(23-21-29)32(27-37)28-38/h15-16,18-23,25H,2-14,17,24H2,1H3/b31-25+

"
UALIB-156	meta-Hexadecylbenzyl bromide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCCCCCC1=CC=CC(CBr)=C1	"InChI=1S/C23H39Br/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-17-22-18-16-19-23(20-22)21-24/h16,18-20H,2-15,17,21H2,1H3

"
UALIB-157	Z-beta-(N-meta-Hexadecylbenzyl-2-benzothiazolium)-alpha-cyano-4-styryldicyanomethanide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCCCCCC1=CC(C[N+]2=C(SC3=CC=CC=C23)\C=C(/C#N)C2=CC=C(C=C2)[C-](C#N)C#N)=CC=C1	"InChI=1S/C42H48N4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19-34-20-18-21-35(28-34)33-46-40-22-16-17-23-41(40)47-42(46)29-38(30-43)36-24-26-37(27-25-36)39(31-44)32-45/h16-18,20-29H,2-15,19,33H2,1H3/b38-29+

"
UALIB-158	Z-beta-(N-meta-Hexadecylbenzyl-2-benzoselenazolium)-alpha-cyano-4-styryldicyanomethanide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCCCCCC1=CC(C[N+]2=C([Se]C3=CC=CC=C23)\C=C(/C#N)C2=CC=C(C=C2)[C-](C#N)C#N)=CC=C1	"InChI=1S/C42H48N4Se/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19-34-20-18-21-35(28-34)33-46-40-22-16-17-23-41(40)47-42(46)29-38(30-43)36-24-26-37(27-25-36)39(31-44)32-45/h16-18,20-29H,2-15,19,33H2,1H3/b38-29+

"
UALIB-159	meta-Bromobenzyl methyl ether	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	COCC1=CC(Br)=CC=C1	"InChI=1S/C8H9BrO/c1-10-6-7-3-2-4-8(9)5-7/h2-5H,6H2,1H3

"
UALIB-160	meta-Hexadecyl benzyl methyl ether	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCCCCCC1=CC=CC(COC)=C1	"InChI=1S/C24H42O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18-23-19-17-20-24(21-23)22-25-2/h17,19-21H,3-16,18,22H2,1-2H3

"
UALIB-161	3-Benzyl-2-methylbenzothiazolium bromide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	[Br-].CC1=[N+](CC2=CC=CC=C2)C2=CC=CC=C2S1	"InChI=1S/C15H14NS.BrH/c1-12-16(11-13-7-3-2-4-8-13)14-9-5-6-10-15(14)17-12;/h2-10H,11H2,1H3;1H/q+1;/p-1

"
UALIB-162	3-(meta-Hexadecylbenzyl)-2-methylbenzothiazolium bromide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	[Br-].CCCCCCCCCCCCCCCCC1=CC(C[N+]2=C(C)SC3=CC=CC=C23)=CC=C1	"InChI=1S/C31H46NS.BrH/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20-28-21-19-22-29(25-28)26-32-27(2)33-31-24-18-17-23-30(31)32;/h17-19,21-25H,3-16,20,26H2,1-2H3;1H/q+1;/p-1

"
UALIB-163	3-(meta-Hexadecylbenzyl)-2-methylbenzoselenazolium bromide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	[Br-].[Br-].CC1=[NH+]C2=CC=CC=C2[Se]1.CCCCCCCCCCCCCCCCC1=CC(C[N+]2=C(C)[Se]C3=CC=CC=C23)=CC=C1	"InChI=1S/C31H46NSe.C8H7NSe.2BrH/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20-28-21-19-22-29(25-28)26-32-27(2)33-31-24-18-17-23-30(31)32;1-6-9-7-4-2-3-5-8(7)10-6;;/h17-19,21-25H,3-16,20,26H2,1-2H3;2-5H,1H3;2*1H/q+1;;;/p-1

"
UALIB-164	1-Methylquinolinium hexafluorophosphate	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	F[P-](F)(F)(F)(F)F.C[N+]1=CC=CC2=CC=CC=C12	"InChI=1S/C10H10N.F6P/c1-11-8-4-6-9-5-2-3-7-10(9)11;1-7(2,3,4,5)6/h2-8H,1H3;/q+1;-1

"
UALIB-165	N-methyl-4-(E-cyano-p-nitrophenylmethylidene)quinoline	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CN1C=C\C(=C(\C#N)C2=CC=C(C=C2)[N+]([O-])=O)C2=CC=CC=C12	"InChI=1S/C18H13N3O2/c1-20-11-10-15(16-4-2-3-5-18(16)20)17(12-19)13-6-8-14(9-7-13)21(22)23/h2-11H,1H3/b17-15+

"
UALIB-166	1-Hexadecylquinolinium bromide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	[Br-].CCCCCCCCCCCCCCCC[N+]1=CC=CC2=CC=CC=C12	"InChI=1S/C25H40N.BrH/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17-22-26-23-18-20-24-19-15-16-21-25(24)26;/h15-16,18-21,23H,2-14,17,22H2,1H3;1H/q+1;/p-1

"
UALIB-167	N-Hexadecyl-4-(E-cyano-p-nitrophenylmethylidene)quinoline	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCCCCCN1C=C\C(=C(\C#N)C2=CC=C(C=C2)[N+]([O-])=O)C2=CC=CC=C12	"InChI=1S/C33H43N3O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17-25-35-26-24-30(31-18-15-16-19-33(31)35)32(27-34)28-20-22-29(23-21-28)36(37)38/h15-16,18-24,26H,2-14,17,25H2,1H3/b32-30+

"
UALIB-168	5-Nitro-2-thienylacetonitrile	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	[O-][N+](=O)C1=CC=C(CC#N)S1	"InChI=1S/C6H4N2O2S/c7-4-3-5-1-2-6(11-5)8(9)10/h1-2H,3H2

"
UALIB-169	N-Hexadecyl-4-(dicyanomethylidene)quinoline	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCCCCCN1C=CC(=C(C#N)C#N)C2=CC=CC=C12	"InChI=1S/C28H39N3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17-21-31-22-20-26(25(23-29)24-30)27-18-15-16-19-28(27)31/h15-16,18-20,22H,2-14,17,21H2,1H3

"
